,word,furigana,translation,jlpt_level,romaji,num_characters,stroke_count
5889,興奮,こうふん,"excitement, stimulation",N3,koufun,2,32
5890,語句,ごく,"words, phrases",N3,goku,2,19
5891,個々,ここ,"individual, one by one",N3,koko,2,10
5892,故人,こじん,the deceased,N3,kojin,2,11
5893,小銭,こぜに,"coins, small change",N3,kozeni,2,17
5894,ことによると,ことによると,(depending on the circumstances),N3,kotoniyoruto,6,12
5895,コンテスト,コンテスト,contest,N3,kontesuto,5,11
5896,採集,さいしゅう,"collecting, gathering",N3,saishuu,2,23
5897,作,さく,"a work, a harvest",N3,saku,1,7
5898,策,さく,"plan, policy",N3,saku,1,12
5899,設備,せつび,"equipment, device, facilities",N3,setsubi,2,23
5900,絶滅,ぜつめつ,"destruction, extinction",N3,zetsumetsu,2,25
5901,節約,せつやく,"economizing, saving",N3,setsuyaku,2,22
5902,攻める,せめる,"to attack, to assault",N3,semeru,3,10
5903,責める,せめる,"to condemn, to blame, to criticize",N3,semeru,3,14
5904,善,ぜん,"good, virtue",N3,zen,1,12
5905,全,ぜん,"all, whole, entire",N3,zen,1,6
5906,全員,ぜんいん,all members,N3,zenin,2,16
5907,専攻,せんこう,"major subject, special study",N3,senkou,2,16
5908,全国,ぜんこく,"the entire nation, country-wide, nation-wide",N3,zenkoku,2,14
5909,洗剤,せんざい,detergent,N3,senzai,2,19
5910,先日,せんじつ,"the other day, a few days ago",N3,senjitsu,2,10
5911,前者,ぜんしゃ,the former,N3,zensha,2,17
5912,選手,せんしゅ,player selected for a team (usually athletic),N3,senshu,2,19
5913,全身,ぜんしん,"the whole body, full-length (portrait)",N3,zenshin,2,13
5914,前進,ぜんしん,"advance, drive, progress",N3,zenshin,2,20
5915,センター,センター,center,N3,sentaー,4,7
5916,全体,ぜんたい,"whole, entirety, whatever (is the matter)",N3,zentai,2,13
5917,選択,せんたく,"selection, choice",N3,sentaku,2,22
5918,宣伝,せんでん,"advertisement, publicity",N3,senden,2,15
5919,象,ぞう,elephant,N3,zou,1,12
5920,騒音,そうおん,noise,N3,souon,2,27
5921,増加,ぞうか,"increase, addition",N3,zouka,2,19
5922,操作,そうさ,"operation, management, processing",N3,sousa,2,23
5923,想像,そうぞう,"imagination, guess",N3,souzou,2,27
5924,相続,そうぞく,"succession, inheritance",N3,souzoku,2,22
5925,装置,そうち,"equipment, installation, apparatus",N3,souchi,2,25
5926,相当,そうとう,"considerably, fairly; worth ~",N3,soutou,2,15
5927,速度,そくど,"speed, velocity, rate",N3,sokudo,2,19
5928,底,そこ,"bottom, sole",N3,soko,1,8
5929,そこで,そこで,"so (conj.), accordingly",N3,sokode,3,6
5930,組織,そしき,organization; structure; tissue,N3,soshiki,2,29
5931,そして,そして,and then,N3,soshite,3,3
5932,注ぐ,そそぐ,to pour (into),N3,sosogu,2,11
5933,育つ,そだつ,"to be brought up, to grow (up)",N3,sodatsu,2,9
5934,そっくり,そっくり,the splitting image of; entirely,N3,sokkuri,4,5
5935,そっと,そっと,"softly, gently",N3,sotto,3,4
5936,袖,そで,sleeve,N3,sode,1,10
5937,備える,そなえる,"to prepare, to furnish, to store",N3,sonaeru,3,15
5938,具える,そなえる,to be furnished with,N3,sonaeru,3,11
5939,そのうえ,そのうえ,"in addition, furthermore",N3,sonoue,4,6
5940,そのうち,そのうち,"before long, eventually, sooner or later",N3,sonouchi,4,6
5941,そのまま,そのまま,"without change, as it is (e.g., now)",N3,sonomama,4,8
5942,蕎麦,そば,soba (buckwheat noodles),N3,soba,2,22
5943,ソファー,ソファー,"sofa, couch",N3,sofuァー,4,6
5944,粗末,そまつ,"humble, miserable, crude",N3,somatsu,2,16
5945,それぞれ,それぞれ,"each, every, respectively",N3,sorezore,4,8
5946,それでも,それでも,"but (still), and yet, nevertheless",N3,soredemo,4,9
5947,それと,それと,and,N3,soreto,3,5
5948,それとも,それとも,"or, or else",N3,soretomo,4,8
5949,揃う,そろう,"to become complete, to be equal",N3,sorou,2,14
5950,揃える,そろえる,"to put things in order, to arrange",N3,soroeru,3,15
5951,損,そん,"loss, disadvantage",N3,son,1,13
5952,損害,そんがい,"damage, loss",N3,songai,2,23
5953,尊敬,そんけい,"respect, reverence, honor",N3,sonkei,2,24
5954,存在,そんざい,"existence, being",N3,sonzai,2,12
5955,尊重,そんちょう,"respect, esteem, regard",N3,sonchou,2,21
5956,田,た,rice field,N3,ta,1,5
5957,他,た,other (esp. places and things),N3,ta,1,5
5958,対,たい,"pair, couple, set",N3,tai,1,7
5959,大,だい,"big, great",N3,dai,1,3
5960,題,だい,"title, subject, theme",N3,dai,1,18
5961,体育,たいいく,"physical education, gymnastics, athletics",N3,taiiku,2,15
5962,体温,たいおん,temperature (body),N3,taion,2,19
5963,大会,たいかい,"convention, (big) tournament, mass meeting",N3,taikai,2,9
5964,大気,たいき,atmosphere,N3,taiki,2,9
5965,代金,だいきん,"price, cost",N3,daikin,2,13
5966,退屈,たいくつ,"tedium, boring",N3,taikutsu,2,17
5967,滞在,たいざい,"stay, sojourn",N3,taizai,2,19
5968,大使,たいし,ambassador,N3,taishi,2,11
5969,大した,たいした,"significant, great, considerable",N3,taishita,3,8
5970,体重,たいじゅう,(body) weight,N3,taijuu,2,16
5971,対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",N3,taishou,2,19
5972,対照,たいしょう,"contrast, antithesis, comparison",N3,taishou,2,20
5973,大臣,だいじん,cabinet minister,N3,daijin,2,10
5974,対する,たいする,"to face, to confront, to oppose",N3,taisuru,3,10
5975,大戦,たいせん,"great war, great battle",N3,taisen,2,16
5976,態度,たいど,"attitude, manner",N3,taido,2,23
5977,大統領,だいとうりょう,president,N3,daitouryou,3,29
5978,大半,たいはん,"most of, majority, mostly",N3,taihan,2,8
5979,代表,だいひょう,"representative, delegation",N3,daihyou,2,13
5980,大部分,だいぶぶん,"most part, majority",N3,daibubun,3,18
5981,タイプライター,タイプライター,typewriter,N3,taipuraitaー,7,14
5982,逮捕,たいほ,"arrest, apprehension, capture",N3,taiho,2,21
5983,題名,だいめい,title,N3,daimei,2,24
5984,ダイヤ,ダイヤ,(railway) schedule; diamond,N3,daiya,3,9
5985,太陽,たいよう,sun,N3,taiyou,2,16
5986,平ら,たいら,"flatness, level, smooth",N3,taira,2,7
5987,代理,だいり,"representation, proxy, deputy",N3,dairi,2,16
5988,大陸,たいりく,continent,N3,tairiku,2,14
5989,倒す,たおす,"to throw down, to beat",N3,taosu,2,12
5990,タオル,タオル,(hand) towel,N3,taoru,3,8
5991,だが,だが,"but, however",N3,daga,2,11
5992,互い,たがい,"mutual, each other",N3,tagai,2,6
5993,高める,たかめる,"to raise, to lift, to boost",N3,takameru,3,13
5994,宝,たから,treasure,N3,takara,1,8
5995,宅,たく,"house, home",N3,taku,1,6
5996,炊く,たく,"to boil, to cook",N3,taku,2,9
5997,焚く,たく,"to burn, to kindle, to build a fire",N3,taku,2,13
5998,抱く,だく,"to embrace, to hug",N3,daku,2,9
5999,だけど,だけど,however,N3,dakedo,3,13
6000,たしか,たしか,"certain, sure, if I remember correctly",N3,tashika,3,8
6001,確かめる,たしかめる,"to ascertain, to make sure",N3,tashikameru,4,21
6002,多少,たしょう,a little (same as 少し (すこし)),N3,tashou,2,10
6003,助かる,たすかる,to be saved; (something) helps (v.i.),N3,tasukaru,3,11
6004,助ける,たすける,"to help (v.t.), to save, to rescue",N3,tasukeru,3,11
6005,ただ,ただ,free of charge; just (~); only (~),N3,tada,2,10
6006,只,ただ,"free of charge, mere, only",N3,tada,1,5
6007,唯,ただ,"mere, sole, plain",N3,tada,1,11
6008,戦い,たたかい,"battle, fight",N3,tatakai,2,15
6009,戦う,たたかう,"to fight, to compete, to battle",N3,tatakau,2,15
6010,叩く,たたく,"to strike, to beat",N3,tataku,2,6
6011,直ちに,ただちに,"at once, immediately",N3,tadachini,3,13
6012,畳む,たたむ,to fold (clothes),N3,tatamu,2,15
6013,立ち上がる,たちあがる,to stand up,N3,tachiagaru,5,16
6014,立場,たちば,"standpoint, position, situation",N3,tachiba,2,17
6015,建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",N3,tatsu,2,10
6016,経つ,たつ,(time) passes,N3,tatsu,2,12
6017,達する,たっする,"to reach, to get to",N3,tassuru,3,15
6018,唯,たった,"only, just",N3,tatta,1,11
6019,だって,だって,"but, because, even",N3,datte,3,8
6020,たっぷり,たっぷり,"full, in plenty, ample",N3,tappuri,4,12
6021,たとえ,たとえ,"even if, no matter, though",N3,tatoe,3,8
6022,谷,たに,valley,N3,tani,1,7
6023,他人,たにん,"unrelated person, stranger",N3,tanin,2,7
6024,種,たね,seed; material; cause,N3,tane,1,14
6025,束,たば,"bunch, bundle",N3,taba,1,7
6026,足袋,たび,Japanese socks (with split toe),N3,tabi,2,18
6027,度,たび,counter for occurrences,N3,tabi,1,9
6028,旅,たび,"travel, trip, journey",N3,tabi,1,10
6029,たびたび,たびたび,"often, repeatedly, frequently",N3,tabitabi,4,14
6030,玉,たま,"ball, sphere, coin",N3,tama,1,5
6031,球,たま,"globe, sphere, ball",N3,tama,1,11
6032,弾,たま,"bullet, shot",N3,tama,1,12
6033,偶,たま,"even number, couple, friend",N3,tama,1,11
6034,騙す,だます,"to trick, to cheat, to deceive",N3,damasu,2,21
6035,偶々,たまたま,"unexpectedly, accidentally, by chance",N3,tamatama,2,11
6036,たまらない,たまらない,"intolerable, unbearable, unendurable",N3,tamaranai,5,15
6037,溜まる,たまる,"to collect, to gather, to accumulate",N3,tamaru,3,17
6038,黙る,だまる,to be silent,N3,damaru,2,16
6039,試し,ためし,"trial, test",N3,tameshi,2,14
6040,試す,ためす,"to attempt, to test",N3,tamesu,2,15
6041,溜める,ためる,"to accumulate, to collect",N3,tameru,3,16
6042,便り,たより,"news, correspondence, letter",N3,tayori,2,11
6043,頼る,たよる,"to rely on, to have recourse to, to depend on",N3,tayoru,2,17
6044,段,だん,"step, stair, grade",N3,dan,1,9
6045,単位,たんい,"credit (for a course in school); unit, denomination",N3,tani,2,16
6046,単語,たんご,word; vocabulary,N3,tango,2,23
6047,男子,だんし,young man,N3,danshi,2,10
6048,単純,たんじゅん,simplicity,N3,tanjun,2,19
6049,誕生,たんじょう,birth,N3,tanjou,2,20
6050,ダンス,ダンス,dance,N3,dansu,3,9
6051,団体,だんたい,"organization, association",N3,dantai,2,13
6052,担当,たんとう,(in) charge,N3,tantou,2,14
6053,単なる,たんなる,"mere, simple, sheer",N3,tannaru,3,14
6054,単に,たんに,"simply, merely",N3,tanni,2,12
6055,地,ち,earth,N3,chi,1,6
6056,地位,ちい,"(social) position, status",N3,chii,2,13
6057,地域,ちいき,"area, region",N3,chiiki,2,17
6058,チーズ,チーズ,cheese,N3,chiーzu,3,7
6059,チーム,チーム,team,N3,chiーmu,3,5
6060,知恵,ちえ,"wisdom, wit, intelligence",N3,chie,2,18
6061,地下,ちか,"basement, underground",N3,chika,2,9
6062,違い,ちがい,"difference, discrepancy",N3,chigai,2,15
6063,違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",N3,chigainai,4,21
6064,近頃,ちかごろ,"lately, recently, nowadays",N3,chikagoro,2,18
6065,地球,ちきゅう,the earth,N3,chikyuu,2,17
6066,地区,ちく,"district, section",N3,chiku,2,10
6067,遅刻,ちこく,"lateness, late coming",N3,chikoku,2,20
6068,知事,ちじ,prefectural governor,N3,chiji,2,16
6069,知識,ちしき,"knowledge, information",N3,chishiki,2,27
6070,父親,ちちおや,father,N3,chichioya,2,20
6071,知能,ちのう,"intelligence, brains",N3,chinou,2,18
6072,地平線,ちへいせん,horizon,N3,chiheisen,3,26
6073,地方,ちほう,"area, locality, region",N3,chihou,2,10
6074,茶,ちゃ,tea,N3,cha,1,9
6075,チャンス,チャンス,"chance, opportunity",N3,chansu,4,10
6076,ちゃんと,ちゃんと,"perfectly, properly, exactly",N3,chanto,4,8
6077,中,ちゅう,"inside, middle, among",N3,chuu,1,4
6078,注,ちゅう,"annotation, explanatory note",N3,chuu,1,8
6079,中央,ちゅうおう,"central, center, middle",N3,chuuou,2,9
6080,中学,ちゅうがく,"middle school, junior high school",N3,chuugaku,2,12
6081,中古,ちゅうこ,"used, second-hand",N3,chuuko,2,9
6082,中止,ちゅうし,"suspension, stoppage, discontinuance",N3,chuushi,2,8
6083,駐車,ちゅうしゃ,"parking (e.g., car)",N3,chuusha,2,22
6084,昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),N3,chuushoku,2,18
6085,中心,ちゅうしん,"center, core",N3,chuushin,2,8
6086,注目,ちゅうもく,"notice, attention, observation",N3,chuumoku,2,13
6087,注文,ちゅうもん,"order, request",N3,chuumon,2,12
6088,長期,ちょうき,long time period,N3,chouki,2,20
6089,調査,ちょうさ,survey; investigation,N3,chousa,2,24
6090,調子,ちょうし,"condition, state, tune, tone",N3,choushi,2,18
6091,頂上,ちょうじょう,"top, summit, peak",N3,choujou,2,14
6092,ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,N3,choudai,5,14
6093,貯金,ちょきん,(bank) savings,N3,chokin,2,20
6094,直接,ちょくせつ,"direct, immediate, firsthand",N3,chokusetsu,2,19
6095,著者,ちょしゃ,"author, writer",N3,chosha,2,19
6096,散らす,ちらす,"to scatter, to disperse, to distribute",N3,chirasu,3,16
6097,散る,ちる,"to fall, to scatter (e.g., blossoms)",N3,chiru,2,13
6098,遂に,ついに,"finally, at last",N3,tsuini,2,15
6099,通過,つうか,"passage through, passing",N3,tsuuka,2,22
6100,通貨,つうか,currency,N3,tsuuka,2,21
6101,通学,つうがく,commuting to school,N3,tsuugaku,2,18
6102,通勤,つうきん,commuting to work,N3,tsuukin,2,22
6103,通行,つうこう,"passage, passing",N3,tsuukou,2,16
6104,通じる,つうじる,"to run to, to lead to, to communicate",N3,tsuujiru,3,14
6105,通信,つうしん,"correspondence, communications",N3,tsuushin,2,19
6106,通訳,つうやく,interpretation; interpreter,N3,tsuuyaku,2,21
6107,捕まる,つかまる,to be arrested; to be caught,N3,tsukamaru,3,14
6108,掴む,つかむ,"to seize, to catch, to grasp",N3,tsukamu,2,14
6109,疲れ,つかれ,"tiredness, fatigue",N3,tsukare,2,12
6110,付き合い,つきあい,socialization; friendship; association,N3,tsukiai,4,16
6111,付合う,つきあう,"to associate with, to keep company with, to get on with",N3,tsukiau,3,13
6112,次々,つぎつぎ,"in succession, one by one",N3,tsugitsugi,2,6
6113,付く,つく,"to adjoin, to be attached, to adhere",N3,tsuku,2,6
6114,就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",N3,tsuku,2,13
6115,突く,つく,"to thrust, to strike; to poke",N3,tsuku,2,9
6116,次ぐ,つぐ,"to rank next to, to come after",N3,tsugu,2,9
6117,注ぐ,つぐ,to pour (into),N3,tsugu,2,11
6118,付ける,つける,"to attach, to join, to add",N3,tsukeru,3,9
6119,着ける,つける,"to put on, to wear; to draw up",N3,tsukeru,3,16
6120,伝わる,つたわる,"to be handed down, to be transmitted",N3,tsutawaru,3,9
6121,土,つち,"earth, soil",N3,tsuchi,1,3
6122,続き,つづき,"sequel, continuation",N3,tsuzuki,2,16
6123,包み,つつみ,"bundle, package",N3,tsutsumi,2,7
6124,勤め,つとめ,"work, employment",N3,tsutome,2,14
6125,務め,つとめ,duty,N3,tsutome,2,13
6126,繋がる,つながる,"to be connected to, to be related to",N3,tsunagaru,3,23
6127,繋ぐ,つなぐ,"to tie, to fasten, to connect",N3,tsunagu,2,20
6128,繋げる,つなげる,to connect,N3,tsunageru,3,23
6129,常に,つねに,always (same as いつも) (written expression),N3,tsuneni,2,14
6130,翼,つばさ,wings,N3,tsubasa,1,17
6131,つまり,つまり,namely; in other words; in short,N3,tsumari,3,6
6132,罪,つみ,"crime, fault, indiscretion",N3,tsumi,1,13
6133,積む,つむ,"to pile up, to stack",N3,tsumu,2,19
6134,詰める,つめる,"to pack, to shorten, to work out (details)",N3,tsumeru,3,16
6135,積もる,つもる,to pile up,N3,tsumoru,3,20
6136,梅雨,つゆ,rainy season,N3,tsuyu,2,18
6137,辛い,つらい,"painful, heart-breaking",N3,tsurai,2,9
6138,釣,つり,fishing,N3,tsuri,1,11
6139,連れ,つれ,"companion, company",N3,tsure,2,12
6140,出,で,"outflow, coming (going) out, graduate (of)",N3,de,1,5
6141,出会い,であい,"meeting, rendezvous, encounter",N3,deai,3,13
6142,出合い,であい,an encounter,N3,deai,3,13
6143,出会う,であう,"to meet by chance, to come across, to happen to encounter",N3,deau,3,13
6144,提案,ていあん,"proposal, proposition, suggestion",N3,teian,2,22
6145,定期,ていき,fixed term,N3,teiki,2,20
6146,抵抗,ていこう,"resistance, opposition",N3,teikou,2,15
6147,提出,ていしゅつ,"presentation, submission, filing",N3,teishutsu,2,17
6148,停電,ていでん,failure of electricity,N3,teiden,2,24
6149,程度,ていど,"degree, amount, level",N3,teido,2,21
6150,停留所,ていりゅうじょ,bus or tram stop,N3,teiryuujo,3,29
6151,デート,デート,date (in the sense of 'social engagement' only),N3,deーto,3,7
6152,敵,てき,"enemy, rival",N3,teki,1,15
6153,出来事,できごと,"incident happening, event",N3,dekigoto,3,20
6154,適する,てきする,"to fit, to suit",N3,tekisuru,3,17
6155,適切,てきせつ,"appropriate, adequate, relevance",N3,tekisetsu,2,18
6156,適度,てきど,moderate,N3,tekido,2,23
6157,適用,てきよう,applying,N3,tekiyou,2,19
6158,できれば,できれば,if possible…,N3,dekireba,4,13
6159,手品,てじな,"conjuring trick, magic",N3,tejina,2,13
6160,ですから,ですから,therefore,N3,desukara,4,10
6161,鉄,てつ,iron,N3,tetsu,1,13
6162,哲学,てつがく,philosophy,N3,tetsugaku,2,18
6163,手伝い,てつだい,"help, helper, assistant",N3,tetsudai,3,12
6164,徹底,てってい,"thoroughness, completeness",N3,tettei,2,23
6165,鉄道,てつどう,railway; railroad,N3,tetsudou,2,25
6166,徹夜,てつや,"staying up all night, sleepless night",N3,tetsuya,2,23
6167,手間,てま,"time, labor",N3,tema,2,16
6168,デモ,デモ,"demo, demonstration",N3,demo,2,8
6169,典型,てんけい,"type, pattern, archetypal",N3,tenkei,2,17
6170,天候,てんこう,weather,N3,tenkou,2,14
6171,電子,でんし,electron; electronic,N3,denshi,2,16
6172,テント,テント,tent,N3,tento,3,7
6173,伝統,でんとう,"tradition, convention",N3,dentou,2,18
6174,天然,てんねん,"nature, spontaneity",N3,tennen,2,16
6175,問い,とい,"question, query",N3,toi,2,13
6176,党,とう,party (political),N3,tou,1,10
6177,塔,とう,"tower, pagoda",N3,tou,1,12
6178,答案,とうあん,"examination paper, examination script",N3,touan,2,22
6179,同一,どういつ,"identity, sameness, similarity",N3,douitsu,2,7
6180,銅貨,どうか,copper coin,N3,douka,2,25
6181,当時,とうじ,"at that time, in those days (same as そのころ)",N3,touji,2,16
6182,動詞,どうし,verb,N3,doushi,2,23
6183,同時,どうじ,"simultaneous(ly), same time",N3,douji,2,16
6184,どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",N3,doushitemo,5,11
6185,どうぞよろしく,どうぞよろしく,pleased to meet you,N3,douzoyoroshiku,7,14
6186,到着,とうちゃく,arrival,N3,touchaku,2,20
6187,道徳,どうとく,morals,N3,doutoku,2,26
6188,投票,とうひょう,"voting, poll",N3,touhyou,2,18
6189,東洋,とうよう,Orient,N3,touyou,2,17
6190,同様,どうよう,"identical, same (kind), like",N3,douyou,2,20
6191,童謡,どうよう,"children's song, nursery rhyme",N3,douyou,2,28
6192,同僚,どうりょう,colleague; co-worker,N3,douryou,2,20
6193,道路,どうろ,road,N3,douro,2,25
6194,通す,とおす,"to let pass, to overlook, to continue",N3,toosu,2,12
6195,通り過ぎる,とおりすぎる,"to pass, to pass through",N3,toorisugiru,5,30
6196,都会,とかい,city,N3,tokai,2,17
6197,溶く,とく,to dissolve (paint),N3,toku,2,14
6198,解く,とく,"to unfasten; answer, solve",N3,toku,2,14
6199,退く,どく,"to retreat, to recede, to withdraw",N3,doku,2,10
6200,毒,どく,"poison, toxicant",N3,doku,1,8
6201,得意,とくい,"pride, triumph, prosperity",N3,tokui,2,24
6202,読書,どくしょ,reading,N3,dokusho,2,24
6203,独身,どくしん,"single, unmarried",N3,dokushin,2,16
6204,特徴,とくちょう,characteristic(s); feature(s); trait(s),N3,tokuchou,2,24
6205,特長,とくちょう,"forte, merit",N3,tokuchou,2,18
6206,独特,どくとく,"peculiarity, uniqueness, characteristic",N3,dokutoku,2,19
6207,独立,どくりつ,"independence (e.g., Ind. Day), self-support",N3,dokuritsu,2,14
6208,溶ける,とける,"to melt, to thaw, to dissolve",N3,tokeru,3,17
6209,解ける,とける,"to come untied, to come apart",N3,tokeru,3,17
6210,どこか,どこか,"somewhere, anywhere",N3,dokoka,3,9
6211,ところが,ところが,"however, while, even if",N3,tokoroga,4,10
6212,ところで,ところで,by the way; even if,N3,tokorode,4,8
6213,登山,とざん,mountain-climbing,N3,tozan,2,15
6214,都市,とし,"town, city, urban",N3,toshi,2,16
6215,年月,としつき,months and years,N3,toshitsuki,2,10
6216,図書,としょ,books,N3,tosho,2,17
6217,年寄,としより,"old people, the aged",N3,toshiyori,2,17
6218,閉じる,とじる,"to close (e.g., book, eyes), to shut",N3,tojiru,3,15
6219,途端,とたん,"just (now, at the moment, etc.)",N3,totan,2,24
6220,土地,とち,"plot of land, lot, soil",N3,tochi,2,9
6221,突然,とつぜん,"abruptly, suddenly, unexpectedly",N3,totsuzen,2,20
6222,トップ,トップ,top,N3,toppu,3,5
6223,届く,とどく,to reach,N3,todoku,2,9
6224,とにかく,とにかく,"anyhow, at any rate, anyway",N3,tonikaku,4,9
6225,飛ばす,とばす,"to skip over, to omit",N3,tobasu,3,16
6226,飛び出す,とびだす,"to jump out, to rush out, to fly out",N3,tobidasu,4,19
6227,留める,とめる,"to fasten, to turn off, to detain",N3,tomeru,3,13
6228,泊める,とめる,to have someone stay (over night) (v.t.),N3,tomeru,3,11
6229,友,とも,"friend, companion, pal",N3,tomo,1,4
6230,共に,ともに,"sharing with, participate in",N3,tomoni,2,9
6231,虎,とら,tiger,N3,tora,1,8
6232,ドライブ,ドライブ,"drive, driving",N3,doraibu,4,11
6233,トラック,トラック,truck; (running) track,N3,torakku,4,7
6234,ドラマ,ドラマ,drama,N3,dorama,3,8
6235,トランプ,トランプ,playing cards (lit: trump),N3,toranpu,4,8
6236,取り上げる,とりあげる,"to take up, to pick up; to confiscate",N3,toriageru,5,19
6237,努力,どりょく,"great effort, exertion, endeavor",N3,doryoku,2,9
6238,トレーニング,トレーニング,training,N3,toreーningu,6,11
6239,ドレス,ドレス,dress,N3,doresu,3,7
6240,取れる,とれる,"to come off, to be taken off",N3,toreru,3,11
6241,泥,どろ,mud,N3,doro,1,8
6242,トン,トン,ton (1000 lbs.),N3,ton,2,4
6243,とんでもない,とんでもない,"outrageous, No way!",N3,tondemonai,6,15
6244,どんなに,どんなに,"how, how much",N3,donnani,4,12
6245,トンネル,トンネル,tunnel,N3,tonneru,4,10
6246,名,な,"name, reputation",N3,na,1,6
6247,内容,ないよう,"subject, contents, detail",N3,naiyou,2,14
6248,なお,なお,"still, yet",N3,nao,2,7
6249,仲,なか,"relation, relationship",N3,naka,1,6
6250,流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",N3,nagasu,2,12
6251,半ば,なかば,"middle, halfway",N3,nakaba,2,10
6252,仲間,なかま,"company, fellow, colleague, associate",N3,nakama,2,18
6253,中身,なかみ,content(s); substance,N3,nakami,2,11
6254,中味,なかみ,"contents, interior, filling",N3,nakami,2,12
6255,眺め,ながめ,scene; view; prospect; outlook,N3,nagame,2,13
6256,眺める,ながめる,"to view, to gaze at",N3,nagameru,3,14
6257,流れ,ながれ,"stream, current",N3,nagare,2,12
6258,流れる,ながれる,"to flow, to be washed away",N3,nagareru,3,13
6259,亡くす,なくす,to lose someone,N3,nakusu,3,6
6260,殴る,なぐる,to strike; to hit; to punch,N3,naguru,2,9
6261,無し,なし,without,N3,nashi,2,13
6262,なぜなら,なぜなら,because,N3,nazenara,4,15
6263,謎,なぞ,"riddle, puzzle, enigma",N3,nazo,1,16
6264,納得,なっとく,"consent, assent, understanding",N3,nattoku,2,21
6265,何か,なにか,something,N3,nanika,2,10
6266,なにも,なにも,nothing,N3,nanimo,3,10
6267,鍋,なべ,"saucepan, pot",N3,nabe,1,17
6268,生,なま,"raw, unprocessed",N3,nama,1,5
6269,怠ける,なまける,"to be idle, to neglect",N3,namakeru,3,13
6270,波,なみ,wave,N3,nami,1,8
6271,涙,なみだ,tear,N3,namida,1,10
6272,悩む,なやむ,"to agonize, to be troubled",N3,nayamu,2,13
6273,鳴らす,ならす,"to ring, to sound",N3,narasu,3,18
6274,為る,なる,"to change, to be of use, to reach to",N3,naru,2,10
6275,生る,なる,to bear fruit,N3,naru,2,6
6276,馴れる,なれる,"to become domesticated, to become tame",N3,nareru,3,16
6277,縄,なわ,rope,N3,nawa,1,15
6278,何で,なんで,"Why, What for",N3,nande,2,10
6279,何でも,なんでも,"by all means, everything",N3,nandemo,3,13
6280,何とか,なんとか,"somehow, anyhow, one way or another",N3,nantoka,3,12
6281,似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",N3,niau,3,15
6282,煮える,にえる,"to boil, to cook, to be cooked",N3,nieru,3,15
6283,苦手,にがて,"poor (at), weak (in), dislike (of)",N3,nigate,2,12
6284,握る,にぎる,"to grasp, to seize, to mold sushi",N3,nigiru,2,13
6285,日,にち,day,N3,nichi,1,4
6286,日常,にちじょう,"ordinary, regular, everyday",N3,nichijou,2,15
6287,日光,にっこう,sunlight,N3,nikkou,2,10
6288,日中,にっちゅう,"daytime, broad daylight",N3,nicchuu,2,8
6289,にっこり,にっこり,"smile sweetly, smile, grin",N3,nikkori,4,8
6290,日本,にっぽん,Japan,N3,nippon,2,9
6291,日本,にほん,Japan,N3,nihon,2,9
6292,入場,にゅうじょう,"entrance, admission, entering",N3,nyuujou,2,14
6293,煮る,にる,"to boil, to cook",N3,niru,2,13
6294,人気,にんき,popularity,N3,ninki,2,8
6295,人間,にんげん,"human being, person",N3,ningen,2,14
6296,抜く,ぬく,"to extract, to omit, to unplug",N3,nuku,2,8
6297,抜ける,ぬける,"to come out, to fall out, to be omitted",N3,nukeru,3,11
6298,布,ぬの,cloth,N3,nuno,1,5
6299,濡らす,ぬらす,"to wet, to soak",N3,nurasu,3,21
6300,根,ね,root,N3,ne,1,10
6301,値,ね,"value, price, cost",N3,ne,1,10
6302,願い,ねがい,"desire, wish, request",N3,negai,2,21
6303,願う,ねがう,"to desire, to wish, to request",N3,negau,2,21
6304,鼠,ねずみ,"mouse, rat",N3,nezumi,1,13
6305,熱帯,ねったい,tropics,N3,nettai,2,25
6306,熱中,ねっちゅう,"enthusiasm, zeal, mania",N3,necchuu,2,19
6307,年間,ねんかん,year,N3,nenkan,2,18
6308,年月,ねんげつ,months and years,N3,nengetsu,2,10
6309,年中,ねんじゅう,"whole year, always, everyday",N3,nenjuu,2,10
6310,年代,ねんだい,"age, era, period",N3,nendai,2,11
6311,年齢,ねんれい,"age, years",N3,nenrei,2,23
6312,野,の,field,N3,no,1,11
6313,能,のう,"being skilled in, nicely, properly",N3,nou,1,10
6314,農家,のうか,"farmer, farm family",N3,nouka,2,23
6315,農業,のうぎょう,agriculture,N3,nougyou,2,26
6316,農民,のうみん,"farmers, peasants",N3,noumin,2,18
6317,能力,のうりょく,"ability, faculty",N3,nouryoku,2,12
6318,ノー,ノー,no,N3,noー,2,1
6319,軒,のき,eaves,N3,noki,1,10
6320,残す,のこす,"to leave (behind, over), to save, to reserve",N3,nokosu,2,12
6321,残り,のこり,"remaining, left-over",N3,nokori,2,12
6322,乗せる,のせる,"to place on (something), to take on board",N3,noseru,3,13
