whole_word,whole_word_furigana,whole_word_romaji,whole_word_translation,jlpt_level,character,kanji_use_count,kanji_stroke_count,kanji_translation,kun_readings,kun_romaji,on_readings,on_romaji,radical_basis,radical_meaning,kana_romaji,kana_stroke_count,char_type
気持ち,きもち,kimochi,"feeling, sensation, mood",N4,持,12.0,9.0,"hold, have","も.つ, -も.ち, も.てる","mo.tsu, -mo.chi, mo.teru",ジ,ji,手,hand,,,kanji
気持ち,きもち,kimochi,"feeling, sensation, mood",N4,ち,,,,,,,,,,chi,2.0,kana
祖父,そふ,sofu,grandfather,N4,祖,4.0,9.0,"ancestor, pioneer, founder",,,ソ,so,示,sign,,,kanji
祖父,そふ,sofu,grandfather,N4,父,13.0,4.0,father,ちち,chichi,フ,fu,父,father,,,kanji
港,みなと,minato,"harbor, port",N4,港,3.0,12.0,harbor,みなと,minato,コウ,kou,水,water,,,kanji
予約,よやく,yoyaku,reservation,N4,予,15.0,4.0,"beforehand, previous, myself, I",あらかじ.め,arakaji.me,"ヨ, シャ","yo, sha",亅,hook,,,kanji
予約,よやく,yoyaku,reservation,N4,約,10.0,9.0,"promise, approximately, shrink","つづ.まる, つづ.める, つづま.やか","tsuzu.maru, tsuzu.meru, tsuzuma.yaka",ヤク,yaku,糸,silk,,,kanji
凄い,すごい,sugoi,"terrific, great",N4,凄,2.0,10.0,"uncanny, weird, threatening, horrible","さむ.い, すご.い, すさ.まじい","samu.i, sugo.i, susa.majii","セイ, サイ","sei, sai",冫,ice,,,kanji
凄い,すごい,sugoi,"terrific, great",N4,い,,,,,,,,,,i,2.0,kana
入学,にゅうがくする,nyuugakusuru,entry to school or university,N4,入,37.0,2.0,"enter, insert","い.る, -い.る, -い.り, い.れる, -い.れ, はい.る","i.ru, -i.ru, -i.ri, i.reru, -i.re, hai.ru","ニュウ, ジュ","nyuu, ju",入,enter,,,kanji
入学,にゅうがくする,nyuugakusuru,entry to school or university,N4,学,54.0,8.0,"study, learning, science",まな.ぶ,mana.bu,ガク,gaku,子,child,,,kanji
片付ける,かたづける,katazukeru,"to (clean) tidy up (v.t.), to put away",N4,片,9.0,4.0,"one-sided, leaf, sheet, right-side kata radical (no. 91)","かた-, かた","kata-, kata",ヘン,hen,片,slice,,,kanji
片付ける,かたづける,katazukeru,"to (clean) tidy up (v.t.), to put away",N4,付,38.0,5.0,"adhere, attach, refer to, append","つ.ける, -つ.ける, -づ.ける, つ.け, つ.け-, -つ.け, -づ.け, -づけ, つ.く, -づ.く, つ.き, -つ.き, -つき, -づ.き, -づき","tsu.keru, -tsu.keru, -zu.keru, tsu.ke, tsu.ke-, -tsu.ke, -zu.ke, -zuke, tsu.ku, -zu.ku, tsu.ki, -tsu.ki, -tsuki, -zu.ki, -zuki",フ,fu,人,man,,,kanji
片付ける,かたづける,katazukeru,"to (clean) tidy up (v.t.), to put away",N4,け,,,,,,,,,,ke,3.0,kana
片付ける,かたづける,katazukeru,"to (clean) tidy up (v.t.), to put away",N4,る,,,,,,,,,,ru,1.0,kana
写す,うつす,utsusu,to copy (v.t.); to photograph,N4,写,9.0,5.0,"copy, be photographed, describe","うつ.す, うつ.る, うつ-, うつ.し","utsu.su, utsu.ru, utsu-, utsu.shi","シャ, ジャ","sha, ja",冖,cover,,,kanji
写す,うつす,utsusu,to copy (v.t.); to photograph,N4,す,,,,,,,,,,su,2.0,kana
パソコン,パソコン,pasokon,(personal) computer,N4,パ,,,,,,,,,,pa,3.0,kana
パソコン,パソコン,pasokon,(personal) computer,N4,ソ,,,,,,,,,,so,2.0,kana
パソコン,パソコン,pasokon,(personal) computer,N4,コ,,,,,,,,,,ko,2.0,kana
パソコン,パソコン,pasokon,(personal) computer,N4,ン,,,,,,,,,,n,2.0,kana
部長,ぶちょう,buchou,department (division) manager,N4,部,19.0,11.0,"section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine",-べ,-be,ブ,bu,town,town,,,kanji
部長,ぶちょう,buchou,department (division) manager,N4,長,26.0,8.0,"long, leader, superior, senior","なが.い, おさ","naga.i, osa",チョウ,chou,長,long,,,kanji
火事,かじ,kaji,fire,N4,火,14.0,4.0,fire,"ひ, -び, ほ-","hi, -bi, ho-",カ,ka,火,fire,,,kanji
火事,かじ,kaji,fire,N4,事,36.0,8.0,"matter, thing, fact, business, reason, possibly","こと, つか.う, つか.える","koto, tsuka.u, tsuka.eru","ジ, ズ","ji, zu",亅,hook,,,kanji
足す,たす,tasu,to add (numbers),N4,足,18.0,7.0,"leg, foot, be sufficient, counter for pairs of footwear","あし, た.りる, た.る, た.す","ashi, ta.riru, ta.ru, ta.su",ソク,soku,足,foot,,,kanji
足す,たす,tasu,to add (numbers),N4,す,,,,,,,,,,su,2.0,kana
教会,きょうかい,kyoukai,church,N4,教,18.0,11.0,"teach, faith, doctrine","おし.える, おそ.わる","oshi.eru, oso.waru",キョウ,kyou,攴,rap,,,kanji
教会,きょうかい,kyoukai,church,N4,会,35.0,6.0,"meeting, meet, party, association, interview, join","あ.う, あ.わせる, あつ.まる","a.u, a.waseru, atsu.maru","カイ, エ","kai, e",人,man,,,kanji
彼ら,かれら,karera,they (usually male),N4,彼,3.0,8.0,"he, that, the","かれ, かの, か.の","kare, kano, ka.no",ヒ,hi,彳,step,,,kanji
彼ら,かれら,karera,they (usually male),N4,ら,,,,,,,,,,ra,2.0,kana
一杯,いっぱい,ippai,"full, to the utmost",N4,一,63.0,1.0,"one, one radical (no.1)","ひと-, ひと.つ","hito-, hito.tsu","イチ, イツ","ichi, itsu",一,one,,,kanji
一杯,いっぱい,ippai,"full, to the utmost",N4,杯,4.0,8.0,"counter for cupfuls, wine glass, glass, toast",さかずき,sakazuki,ハイ,hai,木,tree,,,kanji
アメリカ,アメリカ,amerika,"America, U.S.A.",N4,ア,,,,,,,,,,a,2.0,kana
アメリカ,アメリカ,amerika,"America, U.S.A.",N4,メ,,,,,,,,,,me,2.0,kana
アメリカ,アメリカ,amerika,"America, U.S.A.",N4,リ,,,,,,,,,,ri,2.0,kana
アメリカ,アメリカ,amerika,"America, U.S.A.",N4,カ,,,,,,,,,,ka,2.0,kana
男性,だんせい,dansei,man; male,N4,男,6.0,7.0,male,"おとこ, お","otoko, o","ダン, ナン","dan, nan",田,field,,,kanji
男性,だんせい,dansei,man; male,N4,性,16.0,8.0,"sex, gender, nature",さが,saga,"セイ, ショウ","sei, shou",心,heart,,,kanji
理由,りゆう,riyuu,reason,N4,理,26.0,11.0,"logic, arrangement, reason, justice, truth",ことわり,kotowari,リ,ri,jade,jade,,,kanji
理由,りゆう,riyuu,reason,N4,由,4.0,5.0,"wherefore, a reason","よし, よ.る","yoshi, yo.ru","ユ, ユウ, ユイ","yu, yuu, yui",田,field,,,kanji
生産,せいさんする,seisansuru,production; to produce,N4,生,62.0,5.0,"life, genuine, birth","い.きる, い.かす, い.ける, う.まれる, うま.れる, う.まれ, うまれ, う.む, お.う, は.える, は.やす, き, なま, なま-, な.る, な.す, む.す, -う","i.kiru, i.kasu, i.keru, u.mareru, uma.reru, u.mare, umare, u.mu, o.u, ha.eru, ha.yasu, ki, nama, nama-, na.ru, na.su, mu.su, -u","セイ, ショウ","sei, shou",生,life,,,kanji
生産,せいさんする,seisansuru,production; to produce,N4,産,27.0,11.0,"products, bear, give birth, yield, childbirth, native, property","う.む, う.まれる, うぶ-, む.す","u.mu, u.mareru, ubu-, mu.su",サン,san,生,life,,,kanji
着物,きもの,kimono,kimono; Japanese traditional dress,N4,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
着物,きもの,kimono,kimono; Japanese traditional dress,N4,物,58.0,8.0,"thing, object, matter","もの, もの-","mono, mono-","ブツ, モツ","butsu, motsu",牛,cow,,,kanji
おもちゃ,おもちゃ,omocha,a toy,N4,お,,,,,,,,,,o,3.0,kana
おもちゃ,おもちゃ,omocha,a toy,N4,も,,,,,,,,,,mo,3.0,kana
おもちゃ,おもちゃ,omocha,a toy,N4,ち,,,,,,,,,,chi,2.0,kana
おもちゃ,おもちゃ,omocha,a toy,N4,ゃ,,,,,,,,,,,,kana
暮れる,くれる,kureru,"to get dark, to come to an end",N4,暮,5.0,14.0,"evening, twilight, season's end, livelihood, make a living, spend time","く.れる, く.らす","ku.reru, ku.rasu",ボ,bo,日,sun,,,kanji
暮れる,くれる,kureru,"to get dark, to come to an end",N4,れ,,,,,,,,,,re,2.0,kana
暮れる,くれる,kureru,"to get dark, to come to an end",N4,る,,,,,,,,,,ru,1.0,kana
釣る,つる,tsuru,to fish,N4,釣,4.0,11.0,"angling, fish, catch, allure, ensnare","つ.る, つ.り, つ.り-","tsu.ru, tsu.ri, tsu.ri-",チョウ,chou,金,metal,,,kanji
釣る,つる,tsuru,to fish,N4,る,,,,,,,,,,ru,1.0,kana
～ちゃん,～ちゃん,～chan,suffix for familiar (female) person,N4,～,,,,,,,,,,,,kana
～ちゃん,～ちゃん,～chan,suffix for familiar (female) person,N4,ち,,,,,,,,,,chi,2.0,kana
～ちゃん,～ちゃん,～chan,suffix for familiar (female) person,N4,ゃ,,,,,,,,,,,,kana
～ちゃん,～ちゃん,～chan,suffix for familiar (female) person,N4,ん,,,,,,,,,,n,1.0,kana
打つ,うつ,utsu,"to hit, to strike",N4,打,11.0,5.0,"strike, hit, knock, pound, dozen","う.つ, う.ち-, ぶ.つ","u.tsu, u.chi-, bu.tsu","ダ, ダース","da, daーsu",手,hand,,,kanji
打つ,うつ,utsu,"to hit, to strike",N4,つ,,,,,,,,,,tsu,1.0,kana
あんな,あんな,anna,"such, like that",N4,あ,,,,,,,,,,a,3.0,kana
あんな,あんな,anna,"such, like that",N4,ん,,,,,,,,,,n,1.0,kana
あんな,あんな,anna,"such, like that",N4,な,,,,,,,,,,na,4.0,kana
謝る,あやまる,ayamaru,to apologize,N4,謝,4.0,17.0,"apologize, thank, refuse",あやま.る,ayama.ru,シャ,sha,言,speech,,,kanji
謝る,あやまる,ayamaru,to apologize,N4,る,,,,,,,,,,ru,1.0,kana
昼間,ひるま,hiruma,"daytime, during the day",N4,昼,8.0,9.0,"daytime, noon",ひる,hiru,チュウ,chuu,日,sun,,,kanji
昼間,ひるま,hiruma,"daytime, during the day",N4,間,40.0,12.0,"interval, space","あいだ, ま, あい","aida, ma, ai","カン, ケン","kan, ken",門,gate,,,kanji
教育,きょういく,kyouiku,education,N4,教,18.0,11.0,"teach, faith, doctrine","おし.える, おそ.わる","oshi.eru, oso.waru",キョウ,kyou,攴,rap,,,kanji
教育,きょういく,kyouiku,education,N4,育,12.0,8.0,"bring up, grow up, raise, rear","そだ.つ, そだ.ち, そだ.てる, はぐく.む","soda.tsu, soda.chi, soda.teru, haguku.mu",イク,iku,肉,meat,,,kanji
女性,じょせい,josei,woman,N4,女,15.0,3.0,"woman, female","おんな, め","onna, me","ジョ, ニョ, ニョウ","jo, nyo, nyou",女,woman,,,kanji
女性,じょせい,josei,woman,N4,性,16.0,8.0,"sex, gender, nature",さが,saga,"セイ, ショウ","sei, shou",心,heart,,,kanji
米,こめ,kome,uncooked rice,N4,米,3.0,6.0,"rice, USA, metre","こめ, よね","kome, yone","ベイ, マイ, メエトル","bei, mai, meetoru",米,rice,,,kanji
邪魔,じゃま,jama,"hindrance, intrusion",N4,邪,4.0,8.0,"wicked, injustice, wrong",よこし.ま,yokoshi.ma,ジャ,ja,town,town,,,kanji
邪魔,じゃま,jama,"hindrance, intrusion",N4,魔,3.0,21.0,"witch, demon, evil spirit",,,マ,ma,鬼,ghost,,,kanji
国際,こくさい,kokusai,international,N4,国,23.0,8.0,country,くに,kuni,コク,koku,囗,enclosure,,,kanji
国際,こくさい,kokusai,international,N4,際,5.0,14.0,"occasion, side, edge, verge, dangerous, adventurous, indecent, time, when","きわ, -ぎわ","kiwa, -giwa",サイ,sai,dam,mound,,,kanji
隅,すみ,sumi,corner,N4,隅,1.0,12.0,"corner, nook",すみ,sumi,グウ,guu,dam,mound,,,kanji
伺う,うかがう,ukagau,"humble form of 行く (いく), 聞く (きく) and 来る (くる)",N4,伺,1.0,7.0,"pay respects, visit, ask, inquire, question, implore",うかが.う,ukaga.u,シ,shi,人,man,,,kanji
伺う,うかがう,ukagau,"humble form of 行く (いく), 聞く (きく) and 来る (くる)",N4,う,,,,,,,,,,u,2.0,kana
再来週,さらいしゅう,saraishuu,the week after next,N4,再,10.0,6.0,"again, twice, second time",ふたた.び,futata.bi,"サイ, サ","sai, sa",冂,open,,,kanji
再来週,さらいしゅう,saraishuu,the week after next,N4,来,23.0,7.0,"come, due, next, cause, become","く.る, きた.る, きた.す, き.たす, き.たる, き, こ","ku.ru, kita.ru, kita.su, ki.tasu, ki.taru, ki, ko","ライ, タイ","rai, tai",木,tree,,,kanji
再来週,さらいしゅう,saraishuu,the week after next,N4,週,9.0,11.0,week,,,シュウ,shuu,辵,walk,,,kanji
夢,ゆめ,yume,a dream,N4,夢,2.0,13.0,"dream, vision, illusion","ゆめ, ゆめ.みる, くら.い","yume, yume.miru, kura.i","ム, ボウ","mu, bou",夕,evening,,,kanji
喉,のど,nodo,throat,N4,喉,1.0,12.0,"throat, voice",のど,nodo,コウ,kou,口,mouth,,,kanji
最近,さいきん,saikin,"recently, nowadays, in recent years, most recent, latest",N4,最,11.0,12.0,"utmost, most, extreme","もっと.も, つま","motto.mo, tsuma","サイ, シュ","sai, shu",曰,say,,,kanji
最近,さいきん,saikin,"recently, nowadays, in recent years, most recent, latest",N4,近,16.0,7.0,"near, early, akin, tantamount",ちか.い,chika.i,"キン, コン","kin, kon",辵,walk,,,kanji
周り,まわり,mawari,surroundings,N4,周,5.0,8.0,"circumference, circuit, lap",まわ.り,mawa.ri,シュウ,shuu,口,mouth,,,kanji
周り,まわり,mawari,surroundings,N4,り,,,,,,,,,,ri,2.0,kana
歴史,れきし,rekishi,history,N4,歴,4.0,14.0,"curriculum, continuation, passage of time",,,"レキ, レッキ","reki, rekki",止,stop,,,kanji
歴史,れきし,rekishi,history,N4,史,3.0,5.0,"history, chronicle",,,シ,shi,口,mouth,,,kanji
不便,ふべん,fuben,inconvenience,N4,不,34.0,4.0,"negative, non-, bad, ugly, clumsy",,,"フ, ブ","fu, bu",一,one,,,kanji
不便,ふべん,fuben,inconvenience,N4,便,12.0,9.0,"convenience, facility, excrement, feces, letter, chance",たよ.り,tayo.ri,"ベン, ビン","ben, bin",人,man,,,kanji
血,ち,chi,blood,N4,血,7.0,6.0,blood,ち,chi,ケツ,ketsu,血,blood,,,kanji
～続ける,～つづける,～tsuzukeru,to continue doing ~,N4,～,,,,,,,,,,,,kana
～続ける,～つづける,～tsuzukeru,to continue doing ~,N4,続,14.0,13.0,"continue, series, sequel","つづ.く, つづ.ける, つぐ.ない","tsuzu.ku, tsuzu.keru, tsugu.nai","ゾク, ショク, コウ, キョウ","zoku, shoku, kou, kyou",糸,silk,,,kanji
～続ける,～つづける,～tsuzukeru,to continue doing ~,N4,け,,,,,,,,,,ke,3.0,kana
～続ける,～つづける,～tsuzukeru,to continue doing ~,N4,る,,,,,,,,,,ru,1.0,kana
毛,け,ke,"hair, fur",N4,毛,6.0,4.0,"fur, hair, feather, down",け,ke,モウ,mou,毛,fur,,,kanji
ひどい,ひどい,hidoi,"terrible, awful, unfair, cruel",N4,ひ,,,,,,,,,,hi,1.0,kana
ひどい,ひどい,hidoi,"terrible, awful, unfair, cruel",N4,ど,,,,,,,,,,do,4.0,kana
ひどい,ひどい,hidoi,"terrible, awful, unfair, cruel",N4,い,,,,,,,,,,i,2.0,kana
例えば,たとえば,tatoeba,"for example, e.g.",N4,例,10.0,8.0,"example, custom, usage, precedent",たと.える,tato.eru,レイ,rei,人,man,,,kanji
例えば,たとえば,tatoeba,"for example, e.g.",N4,え,,,,,,,,,,e,2.0,kana
例えば,たとえば,tatoeba,"for example, e.g.",N4,ば,,,,,,,,,,ba,5.0,kana
中々,なかなか,nakanaka,"very, considerably, quite",N4,中,48.0,4.0,"in, inside, middle, mean, center","なか, うち, あた.る","naka, uchi, ata.ru",チュウ,chuu,丨,line,,,kanji
中々,なかなか,nakanaka,"very, considerably, quite",N4,々,,,,,,,,,,,,kana
随分,ずいぶん,zuibun,extremely,N4,随,2.0,12.0,"follow, though, notwithstanding, while, during, both, all, obey, submit to, comply, at the mercy of (the waves)","まにま.に, したが.う","manima.ni, shitaga.u",ズイ,zui,dam,mound,,,kanji
随分,ずいぶん,zuibun,extremely,N4,分,48.0,4.0,"part, minute of time, segment, share, degree, one's lot, duty, understand, know, rate, 1%, chances, shaku/100","わ.ける, わ.け, わ.かれる, わ.かる, わ.かつ","wa.keru, wa.ke, wa.kareru, wa.karu, wa.katsu","ブン, フン, ブ","bun, fun, bu",刀,knife,,,kanji
～やすい,～やすい,～yasui,easy to do ~,N4,～,,,,,,,,,,,,kana
～やすい,～やすい,～yasui,easy to do ~,N4,や,,,,,,,,,,ya,3.0,kana
～やすい,～やすい,～yasui,easy to do ~,N4,す,,,,,,,,,,su,2.0,kana
～やすい,～やすい,～yasui,easy to do ~,N4,い,,,,,,,,,,i,2.0,kana
押し入れ,おしいれ,oshiire,closet,N4,押,7.0,8.0,"push, stop, check, subdue, attach, seize, weight, shove, press, seal, do in spite of","お.す, お.し-, お.っ-, お.さえる, おさ.える","o.su, o.shi-, o.-, o.saeru, osa.eru",オウ,ou,手,hand,,,kanji
押し入れ,おしいれ,oshiire,closet,N4,し,,,,,,,,,,shi,1.0,kana
押し入れ,おしいれ,oshiire,closet,N4,入,37.0,2.0,"enter, insert","い.る, -い.る, -い.り, い.れる, -い.れ, はい.る","i.ru, -i.ru, -i.ri, i.reru, -i.re, hai.ru","ニュウ, ジュ","nyuu, ju",入,enter,,,kanji
押し入れ,おしいれ,oshiire,closet,N4,れ,,,,,,,,,,re,2.0,kana
電灯,でんとう,dentou,electric light,N4,電,17.0,13.0,electricity,,,デン,den,雨,rain,,,kanji
電灯,でんとう,dentou,electric light,N4,灯,5.0,6.0,"lamp, a light, light, counter for lights","ひ, ほ-, ともしび, とも.す, あかり","hi, ho-, tomoshibi, tomo.su, akari",トウ,tou,火,fire,,,kanji
叱る,しかる,shikaru,to scold,N4,叱,1.0,5.0,"scold, reprove",しか.る,shika.ru,"シツ, シチ, カ","shitsu, shichi, ka",口,mouth,,,kanji
叱る,しかる,shikaru,to scold,N4,る,,,,,,,,,,ru,1.0,kana
サンダル,サンダル,sandaru,sandal,N4,サ,,,,,,,,,,sa,3.0,kana
サンダル,サンダル,sandaru,sandal,N4,ン,,,,,,,,,,n,2.0,kana
サンダル,サンダル,sandaru,sandal,N4,ダ,,,,,,,,,,da,5.0,kana
サンダル,サンダル,sandaru,sandal,N4,ル,,,,,,,,,,ru,2.0,kana
びっくりする,びっくりする,bikkurisuru,to be surprised,N4,び,,,,,,,,,,bi,3.0,kana
びっくりする,びっくりする,bikkurisuru,to be surprised,N4,っ,,,,,,,,,,,,kana
びっくりする,びっくりする,bikkurisuru,to be surprised,N4,く,,,,,,,,,,ku,1.0,kana
びっくりする,びっくりする,bikkurisuru,to be surprised,N4,り,,,,,,,,,,ri,2.0,kana
びっくりする,びっくりする,bikkurisuru,to be surprised,N4,す,,,,,,,,,,su,2.0,kana
びっくりする,びっくりする,bikkurisuru,to be surprised,N4,る,,,,,,,,,,ru,1.0,kana
うまい,うまい,umai,delicious; skillful; fortunate,N4,う,,,,,,,,,,u,2.0,kana
うまい,うまい,umai,delicious; skillful; fortunate,N4,ま,,,,,,,,,,ma,3.0,kana
うまい,うまい,umai,delicious; skillful; fortunate,N4,い,,,,,,,,,,i,2.0,kana
変える,かえる,kaeru,"to change, to alter, to vary",N4,変,12.0,9.0,"unusual, change, strange","か.わる, か.わり, か.える","ka.waru, ka.wari, ka.eru",ヘン,hen,夂,go,,,kanji
変える,かえる,kaeru,"to change, to alter, to vary",N4,え,,,,,,,,,,e,2.0,kana
変える,かえる,kaeru,"to change, to alter, to vary",N4,る,,,,,,,,,,ru,1.0,kana
講堂,こうどう,koudou,auditorium,N4,講,8.0,17.0,"lecture, club, association",,,コウ,kou,言,speech,,,kanji
講堂,こうどう,koudou,auditorium,N4,堂,4.0,11.0,"public chamber, hall",,,ドウ,dou,土,earth,,,kanji
子,こ,ko,child,N4,子,29.0,3.0,"child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac","こ, -こ, ね","ko, -ko, ne","シ, ス, ツ","shi, su, tsu",子,child,,,kanji
沸かす,わかす,wakasu,to boil,N4,沸,3.0,8.0,"seethe, boil, ferment, uproar, breed","わ.く, わ.かす","wa.ku, wa.kasu",フツ,futsu,水,water,,,kanji
沸かす,わかす,wakasu,to boil,N4,か,,,,,,,,,,ka,3.0,kana
沸かす,わかす,wakasu,to boil,N4,す,,,,,,,,,,su,2.0,kana
レジ,レジ,reji,register,N4,レ,,,,,,,,,,re,1.0,kana
レジ,レジ,reji,register,N4,ジ,,,,,,,,,,ji,5.0,kana
しばらく,しばらく,shibaraku,little while,N4,し,,,,,,,,,,shi,1.0,kana
しばらく,しばらく,shibaraku,little while,N4,ば,,,,,,,,,,ba,5.0,kana
しばらく,しばらく,shibaraku,little while,N4,ら,,,,,,,,,,ra,2.0,kana
しばらく,しばらく,shibaraku,little while,N4,く,,,,,,,,,,ku,1.0,kana
特に,とくに,tokuni,particularly,N4,特,17.0,10.0,special,,,トク,toku,牛,cow,,,kanji
特に,とくに,tokuni,particularly,N4,に,,,,,,,,,,ni,3.0,kana
空く,あく,aku,"to open, to become empty (vacant)",N4,空,20.0,8.0,"empty, sky, void, vacant, vacuum","そら, あ.く, あ.き, あ.ける, から, す.く, す.かす, むな.しい","sora, a.ku, a.ki, a.keru, kara, su.ku, su.kasu, muna.shii",クウ,kuu,穴,cave,,,kanji
空く,あく,aku,"to open, to become empty (vacant)",N4,く,,,,,,,,,,ku,1.0,kana
計画,けいかくする,keikakusuru,"plan, project, schedule",N4,計,15.0,9.0,"plot, plan, scheme, measure","はか.る, はか.らう","haka.ru, haka.rau",ケイ,kei,言,speech,,,kanji
計画,けいかくする,keikakusuru,"plan, project, schedule",N4,画,11.0,8.0,"brush-stroke, picture","えが.く, かく.する, かぎ.る, はかりごと, はか.る","ega.ku, kaku.suru, kagi.ru, hakarigoto, haka.ru","ガ, カク, エ, カイ","ga, kaku, e, kai",田,field,,,kanji
通り,とおり,toori,"~ Street, ~ Avenue",N4,通,40.0,10.0,"traffic, pass through, avenue, commute, counter for letters, notes, documents, etc.","とお.る, とお.り, -とお.り, -どお.り, とお.す, とお.し, -どお.し, かよ.う","too.ru, too.ri, -too.ri, -doo.ri, too.su, too.shi, -doo.shi, kayo.u","ツウ, ツ","tsuu, tsu",辵,walk,,,kanji
通り,とおり,toori,"~ Street, ~ Avenue",N4,り,,,,,,,,,,ri,2.0,kana
下着,したぎ,shitagi,underwear,N4,下,48.0,3.0,"below, down, descend, give, low, inferior","した, しも, もと, さ.げる, さ.がる, くだ.る, くだ.り, くだ.す, -くだ.す, くだ.さる, お.ろす, お.りる","shita, shimo, moto, sa.geru, sa.garu, kuda.ru, kuda.ri, kuda.su, -kuda.su, kuda.saru, o.rosu, o.riru","カ, ゲ","ka, ge",一,one,,,kanji
下着,したぎ,shitagi,underwear,N4,着,28.0,12.0,"don, arrive, wear, counter for suits of clothing","き.る, き.せる, つ.く, つ.ける","ki.ru, ki.seru, tsu.ku, tsu.keru","チャク, ジャク","chaku, jaku",目,eye,,,kanji
経済,けいざい,keizai,"economics, finance, economy",N4,経,13.0,11.0,"sutra, longitude, pass thru, expire, warp","へ.る, た.つ, たていと, はか.る, のり","he.ru, ta.tsu, tateito, haka.ru, nori","ケイ, キョウ, キン","kei, kyou, kin",糸,silk,,,kanji
経済,けいざい,keizai,"economics, finance, economy",N4,済,7.0,11.0,"settle (debt, etc.), relieve (burden), finish, come to an end, excusable, need not","す.む, -ず.み, -ずみ, す.まない, す.ます, -す.ます, すく.う, な.す, わたし, わた.る","su.mu, -zu.mi, -zumi, su.manai, su.masu, -su.masu, suku.u, na.su, watashi, wata.ru","サイ, セイ","sai, sei",水,water,,,kanji
こう,こう,kou,"like this, this way",N4,こ,,,,,,,,,,ko,2.0,kana
こう,こう,kou,"like this, this way",N4,う,,,,,,,,,,u,2.0,kana
是非,ぜひ,zehi,"certainly, by all means; without fail",N4,是,2.0,9.0,"just so, this, right, justice","これ, この, ここ","kore, kono, koko","ゼ, シ","ze, shi",日,sun,,,kanji
是非,ぜひ,zehi,"certainly, by all means; without fail",N4,非,6.0,8.0,"un-, mistake, negative, injustice, non-",あら.ず,ara.zu,ヒ,hi,非,wrong,,,kanji
裏,うら,ura,"reverse side, back",N4,裏,5.0,13.0,"back, amidst, in, reverse, inside, palm, sole, rear, lining, wrong side",うら,ura,リ,ri,衣,clothes,,,kanji
為,ため,tame,"good, advantage, in order to",N4,為,7.0,9.0,"do, change, make, benefit, welfare, be of use, reach to, try, practice, cost, serve as, good, advantage, as a result of","ため, な.る, な.す, す.る, たり, つく.る, なり","tame, na.ru, na.su, su.ru, tari, tsuku.ru, nari",イ,i,火,fire,,,kanji
おいでになる,おいでになる,oideninaru,(hon.) to be,N4,お,,,,,,,,,,o,3.0,kana
おいでになる,おいでになる,oideninaru,(hon.) to be,N4,い,,,,,,,,,,i,2.0,kana
おいでになる,おいでになる,oideninaru,(hon.) to be,N4,で,,,,,,,,,,de,3.0,kana
おいでになる,おいでになる,oideninaru,(hon.) to be,N4,に,,,,,,,,,,ni,3.0,kana
おいでになる,おいでになる,oideninaru,(hon.) to be,N4,な,,,,,,,,,,na,4.0,kana
おいでになる,おいでになる,oideninaru,(hon.) to be,N4,る,,,,,,,,,,ru,1.0,kana
変わる,かわる,kawaru,"to change (v.i.), to be transformed, to vary",N4,変,12.0,9.0,"unusual, change, strange","か.わる, か.わり, か.える","ka.waru, ka.wari, ka.eru",ヘン,hen,夂,go,,,kanji
変わる,かわる,kawaru,"to change (v.i.), to be transformed, to vary",N4,わ,,,,,,,,,,wa,2.0,kana
変わる,かわる,kawaru,"to change (v.i.), to be transformed, to vary",N4,る,,,,,,,,,,ru,1.0,kana
以外,いがい,igai,"other than, with the exception of, excepting",N4,以,8.0,5.0,"by means of, because, in view of, compared with",もっ.て,mo.te,イ,i,人,man,,,kanji
以外,いがい,igai,"other than, with the exception of, excepting",N4,外,30.0,5.0,outside,"そと, ほか, はず.す, はず.れる, と-","soto, hoka, hazu.su, hazu.reru, to-","ガイ, ゲ","gai, ge",夕,evening,,,kanji
済む,すむ,sumu,"to finish, to end",N4,済,7.0,11.0,"settle (debt, etc.), relieve (burden), finish, come to an end, excusable, need not","す.む, -ず.み, -ずみ, す.まない, す.ます, -す.ます, すく.う, な.す, わたし, わた.る","su.mu, -zu.mi, -zumi, su.manai, su.masu, -su.masu, suku.u, na.su, watashi, wata.ru","サイ, セイ","sai, sei",水,water,,,kanji
済む,すむ,sumu,"to finish, to end",N4,む,,,,,,,,,,mu,3.0,kana
ハンバーグ,ハンバーグ,hanbaーgu,hamburger steak,N4,ハ,,,,,,,,,,ha,2.0,kana
ハンバーグ,ハンバーグ,hanbaーgu,hamburger steak,N4,ン,,,,,,,,,,n,2.0,kana
ハンバーグ,ハンバーグ,hanbaーgu,hamburger steak,N4,バ,,,,,,,,,,ba,4.0,kana
ハンバーグ,ハンバーグ,hanbaーgu,hamburger steak,N4,ー,,,,,,,,,,,,kana
ハンバーグ,ハンバーグ,hanbaーgu,hamburger steak,N4,グ,,,,,,,,,,gu,4.0,kana
市,し,shi,city,N4,市,6.0,5.0,"market, city, town",いち,ichi,シ,shi,巾,turban,,,kanji
