kanji,count,strokes,kun_readings,on_readings
横,4,15,['よこ'],['オウ']
綱,2,14,['つな'],['コウ']
汚,5,6,"['けが.す', 'けが.れる', 'けが.らわしい', 'よご.す', 'よご.れる', 'きたな.い']",['オ']
党,4,10,"['なかま', 'むら']",['トウ']
呼,5,8,['よ.ぶ'],['コ']
酪,1,13,,['ラク']
濫,2,18,"['みだ.りに', 'みだ.りがましい']",['ラン']
奪,2,14,['うば.う'],['ダツ']
域,4,11,,['イキ']
了,4,2,,['リョウ']
両,7,6,"['てる', 'ふたつ']",['リョウ']
旅,5,10,['たび'],['リョ']
券,4,8,,['ケン']
履,2,15,['は.く'],['リ']
林,4,8,['はやし'],['リン']
冷,14,7,"['つめ.たい', 'ひ.える', 'ひ.や', 'ひ.ややか', 'ひ.やす', 'ひ.やかす', 'さ.める', 'さ.ます']",['レイ']
淡,2,11,['あわ.い'],['タン']
甚,2,9,"['はなは.だ', 'はなは.だしい']",['ジン']
浜,2,10,['はま'],['ヒン']
辺,4,5,"['あた.り', 'ほと.り', '-べ']",['ヘン']
遥,1,12,['はる.か'],['ヨウ']
腫,1,13,"['は.れる', 'は.れ', 'は.らす', 'はれもの']","['シュ', 'ショウ']"
響,4,20,['ひび.く'],['キョウ']
判,10,7,['わか.る'],"['ハン', 'バン']"
殖,2,12,"['ふ.える', 'ふ.やす']",['ショク']
万,6,3,['よろず'],"['マン', 'バン']"
晩,5,12,,['バン']
半,8,5,['なか.ば'],['ハン']
氾,1,5,['ひろ.がる'],['ハン']
悲,6,12,"['かな.しい', 'かな.しむ']",['ヒ']
久,3,3,['ひさ.しい'],"['キュウ', 'ク']"
惨,2,11,"['みじ.め', 'いた.む', 'むご.い']","['サン', 'ザン']"
浸,1,10,"['ひた.す', 'ひた.る', 'つ.かる']",['シン']
左,3,5,['ひだり'],"['サ', 'シャ']"
必,7,5,['かなら.ず'],['ヒツ']
匹,2,4,['ひき'],['ヒツ']
敵,2,15,"['かたき', 'あだ', 'かな.う']",['テキ']
影,4,15,['かげ'],['エイ']
雛,2,18,"['ひな', 'ひよこ']","['スウ', 'ス', 'ジュ']"
祭,5,11,"['まつ.る', 'まつ.り', 'まつり']",['サイ']
非,6,8,['あら.ず'],['ヒ']
描,3,11,"['えが.く', 'か.く']",['ビョウ']
系,3,7,,['ケイ']
圏,1,12,['かこ.い'],['ケン']
港,3,12,['みなと'],['コウ']
毎,9,6,"['ごと', '-ごと.に']",['マイ']
史,3,5,,['シ']
寺,3,6,['てら'],['ジ']
酒,4,10,"['さけ', 'さか-']",['シュ']
女,15,3,"['おんな', 'め']","['ジョ', 'ニョ', 'ニョウ']"
商,7,11,['あきな.う'],['ショウ']
畳,4,12,"['たた.む', 'たたみ', 'かさ.なる']","['ジョウ', 'チョウ']"
艘,1,16,['ふね'],"['ショウ', 'シュウ', 'ソウ']"
庁,3,5,['やくしょ'],"['チョウ', 'テイ']"
丁,4,2,['ひのと'],"['チョウ', 'テイ', 'チン', 'トウ', 'チ']"
滴,2,14,"['しずく', 'したた.る']",['テキ']
島,4,10,['しま'],['トウ']
泊,5,8,"['と.まる', 'と.める']",['ハク']
番,10,12,['つが.い'],['バン']
羽,3,6,"['は', 'わ', 'はね']",['ウ']
朝,5,12,['あさ'],['チョウ']
坊,6,7,,"['ボウ', 'ボッ']"
厚,2,9,"['あつ.い', 'あか']",['コウ']
脂,3,10,['あぶら'],['シ']
粗,4,11,"['あら.い', 'あら-']",['ソ']
慌,3,12,"['あわ.てる', 'あわ.ただしい']",['コウ']
以,8,5,['もっ.て'],['イ']
段,8,9,,"['ダン', 'タン']"
昨,8,9,,['サク']
斉,1,8,"['そろ.う', 'ひと.しい', 'ひと.しく', 'あたる', 'はやい']","['セイ', 'サイ']"
井,1,4,['い'],"['セイ', 'ショウ']"
緯,2,16,"['よこいと', 'ぬき']",['イ']
煎,1,13,"['せん.じる', 'い.る', 'に.る']",['セン']
炒,2,8,"['い.る', 'いた.める']","['ソウ', 'ショウ']"
飢,2,10,['う.える'],['キ']
恨,2,9,"['うら.む', 'うら.めしい']",['コン']
羨,2,13,"['うらや.む', 'あまり']","['セン', 'エン']"
偉,2,12,['えら.い'],['イ']
宴,1,10,['うたげ'],['エン']
王,6,4,,"['オウ', '-ノウ']"
欧,1,8,"['うた.う', 'は.く']",['オウ']
米,3,6,"['こめ', 'よね']","['ベイ', 'マイ', 'メエトル']"
凡,2,3,"['およ.そ', 'おうよ.そ', 'すべ.て']","['ボン', 'ハン']"
仮,7,6,"['かり', 'かり-']","['カ', 'ケ']"
伯,5,7,,['ハク']
叔,5,8,,['シュク']
魔,3,21,,['マ']
恩,2,10,,['オン']
泉,2,9,['いずみ'],['セン']
蚊,2,10,['か'],['ブン']
却,1,7,"['かえ.って', 'しりぞ.く', 'しりぞ.ける']",['キャク']
係,3,9,"['かか.る', 'かかり', '-がかり', 'かか.わる']",['ケイ']
留,9,10,"['と.める', 'と.まる', 'とど.める', 'とど.まる', 'るうぶる']","['リュウ', 'ル']"
垣,1,9,['かき'],['エン']
貸,5,12,"['か.す', 'か.し-', 'かし-']",['タイ']
剰,1,11,"['あまつさえ', 'あま.り', 'あま.る']",['ジョウ']
塊,1,13,"['かたまり', 'つちくれ']","['カイ', 'ケ']"
弧,1,9,,['コ']
躍,2,21,['おど.る'],['ヤク']
被,3,10,"['こうむ.る', 'おお.う', 'かぶ.る', 'かぶ.せる']",['ヒ']
釜,1,10,['かま'],['フ']
屑,2,10,"['くず', 'いさぎよ.い']",['セツ']
剃,2,9,"['まい', 'そ.る', 'す.る']",['テイ']
刀,2,2,"['かたな', 'そり']",['トウ']
謡,4,16,"['うた.い', 'うた.う']",['ヨウ']
枯,1,9,"['か.れる', 'か.らす']",['コ']
乾,7,11,"['かわ.く', 'かわ.かす', 'ほ.す', 'ひ.る', 'いぬい']","['カン', 'ケン']"
瓦,2,5,"['かわら', 'ぐらむ']",['ガ']
燥,2,17,['はしゃ.ぐ'],['ソウ']
缶,2,6,['かま'],['カン']
池,3,6,['いけ'],['チ']
東,5,8,['ひがし'],['トウ']
板,3,8,['いた'],"['ハン', 'バン']"
冠,1,9,['かんむり'],['カン']
饉,1,20,['う.える'],['キン']
儀,4,15,,['ギ']
床,4,7,"['とこ', 'ゆか']",['ショウ']
礎,1,18,['いしずえ'],['ソ']
斬,1,11,['き.る'],"['ザン', 'サン', 'セン', 'ゼン']"
琴,2,12,['こと'],"['キン', 'ゴン']"
魚,3,11,"['うお', 'さかな', '-ざかな']",['ギョ']
釘,1,10,['くぎ'],"['テイ', 'チョウ']"
櫛,1,17,"['くし', 'くしけず.る']",['シツ']
砕,2,9,"['くだ.く', 'くだ.ける']",['サイ']
唇,1,10,['くちびる'],['シン']
紅,4,9,"['べに', 'くれない', 'あか.い']","['コウ', 'ク']"
句,5,5,,['ク']
夫,7,4,"['おっと', 'それ']","['フ', 'フウ', 'ブ']"
悔,3,9,"['く.いる', 'く.やむ', 'くや.しい']",['カイ']
郡,2,10,['こおり'],['グン']
蛍,1,11,['ほたる'],['ケイ']
灯,5,6,"['ひ', 'ほ-', 'ともしび', 'とも.す', 'あかり']",['トウ']
毛,6,4,['け'],['モウ']
糸,2,6,['いと'],['シ']
競,3,20,"['きそ.う', 'せ.る', 'くら.べる']","['キョウ', 'ケイ']"
馬,3,10,"['うま', 'うま-', 'ま']",['バ']
皮,4,5,['かわ'],['ヒ']
旬,4,6,,"['ジュン', 'シュン']"
桁,1,10,['けた'],['コウ']
傑,1,13,['すぐ.れる'],['ケツ']
謙,2,17,['へりくだ.る'],['ケン']
虚,1,11,"['むな.しい', 'うつ.ろ']","['キョ', 'コ']"
稿,1,15,"['わら', 'したがき']",['コウ']
遜,1,13,"['したが.う', 'へりくだ.る', 'ゆず.る']",['ソン']
県,2,9,['か.ける'],['ケン']
顕,1,18,"['あきらか', 'あらわ.れる']",['ケン']
鏡,4,19,['かがみ'],"['キョウ', 'ケイ']"
孝,1,7,,"['コウ', 'キョウ']"
舎,3,8,['やど.る'],"['シャ', 'セキ']"
功,2,5,['いさお'],"['コウ', 'ク']"
庭,3,10,['にわ'],['テイ']
肯,1,8,['がえんじ.る'],['コウ']
凍,3,10,"['こお.る', 'こご.える', 'こご.る', 'い.てる', 'し.みる']",['トウ']
腰,4,13,['こし'],['ヨウ']
五,5,4,"['いつ', 'いつ.つ']",['ゴ']
沙,2,7,"['すな', 'よなげる']","['サ', 'シャ']"
汰,2,7,"['おご.る', 'にご.る', 'よな.げる']","['タ', 'タイ']"
娯,1,10,,['ゴ']
紺,1,11,,['コン']
献,3,13,['たてまつ.る'],"['ケン', 'コン']"
縫,2,16,['ぬ.う'],['ホウ']
遡,1,13,['さかのぼ.る'],"['ソ', 'サク']"
囁,1,21,['ささや.く'],['ショウ']
匙,1,11,['さじ'],['シ']
撮,2,15,"['と.る', 'つま.む', '-ど.り']",['サツ']
錆,2,16,"['さび', 'くわ.しい']","['ショウ', 'セイ']"
塩,4,13,['しお'],['エン']
四,10,5,"['よ', 'よ.つ', 'よっ.つ', 'よん']",['シ']
季,4,8,,['キ']
茂,1,8,['しげ.る'],['モ']
磁,3,14,,['ジ']
捨,2,11,['す.てる'],['シャ']
姿,2,9,['すがた'],['シ']
孫,2,10,['まご'],['ソン']
町,3,7,['まち'],['チョウ']
筆,7,12,['ふで'],['ヒツ']
童,4,12,['わらべ'],['ドウ']
絞,1,12,"['しぼ.る', 'し.める', 'し.まる']",['コウ']
縞,1,16,"['しま', 'しろぎぬ']",['コウ']
氏,2,4,"['うじ', '-うじ']",['シ']
蛇,1,11,['へび'],"['ジャ', 'ダ', 'イ', 'ヤ']"
寿,1,7,"['ことぶき', 'ことぶ.く', 'ことほ.ぐ']","['ジュ', 'ス', 'シュウ']"
循,1,12,,['ジュン']
環,2,17,['わ'],['カン']
巡,2,6,"['めぐ.る', 'めぐ.り']",['ジュン']
将,2,10,"['まさ.に', 'はた', 'まさ', 'ひきい.る', 'もって']","['ショウ', 'ソウ']"
棋,1,12,['ご'],['キ']
店,9,8,"['みせ', 'たな']",['テン']
耗,1,10,,"['モウ', 'コウ']"
髪,3,14,['かみ'],['ハツ']
汁,1,5,"['しる', '-しる', 'つゆ']",['ジュウ']
芯,1,7,,['シン']
森,2,12,['もり'],['シン']
針,4,10,['はり'],['シン']
酢,2,12,['す'],['サク']
炊,2,8,"['た.く', '-だ.き']",['スイ']
随,2,12,"['まにま.に', 'したが.う']",['ズイ']
曜,9,18,,['ヨウ']
隙,2,13,"['すき', 'す.く', 'す.かす', 'ひま']","['ゲキ', 'キャク', 'ケキ']"
杉,1,7,['すぎ'],['サン']
透,2,10,"['す.く', 'す.かす', 'す.ける', 'とう.る', 'とう.す']",['トウ']
少,10,4,"['すく.ない', 'すこ.し']",['ショウ']
鈴,1,13,['すず'],"['レイ', 'リン']"
涼,2,11,"['すず.しい', 'すず.む', 'すず.やか', 'うす.い', 'ひや.す', 'まことに']",['リョウ']
撲,1,15,,['ボク']
狡,1,9,"['ずる.い', 'こす.い', 'わるがしこ.い']","['コウ', 'キョウ']"
寸,1,3,,['スン']
姓,3,8,,"['セイ', 'ショウ']"
掃,4,11,['は.く'],"['ソウ', 'シュ']"
瀬,1,19,['せ'],['ライ']
栓,1,10,,['セン']
洗,8,9,['あら.う'],['セン']
剤,2,10,"['かる', 'けず.る']","['ザイ', 'スイ', 'セイ']"
祖,4,9,,['ソ']
般,2,10,,['ハン']
倉,1,10,['くら'],['ソウ']
草,2,9,"['くさ', 'くさ-', '-ぐさ']",['ソウ']
臣,2,7,,"['シン', 'ジン']"
卒,2,8,"['そっ.する', 'お.える', 'お.わる', 'ついに', 'にわか']","['ソツ', 'シュツ']"
逸,1,11,"['そ.れる', 'そ.らす', 'はぐ.れる']",['イツ']
第,3,11,,"['ダイ', 'テイ']"
太,4,4,"['ふと.い', 'ふと.る']","['タイ', 'タ']"
鼓,1,13,['つづみ'],['コ']
楕,1,13,,"['ダ', 'タ']"
滝,1,13,['たき'],"['ロウ', 'ソウ']"
竹,1,6,['たけ'],['チク']
但,1,7,['ただ.し'],['タン']
頼,5,16,"['たの.む', 'たの.もしい', 'たよ.る']",['ライ']
誓,1,14,['ちか.う'],['セイ']
彫,2,11,"['ほ.る', '-ぼ.り']",['チョウ']
節,5,13,"['ふし', '-ぶし', 'のっと']","['セツ', 'セチ']"
頂,2,11,"['いただ.く', 'いただき']",['チョウ']
男,6,7,"['おとこ', 'お']","['ダン', 'ナン']"
径,2,8,"['みち', 'こみち', 'さしわたし', 'ただちに']",['ケイ']
繋,5,17,"['つな.ぐ', 'かか.る', 'か.ける']",['ケイ']
粒,1,11,['つぶ'],['リュウ']
潰,2,15,"['つぶ.す', 'つぶ.れる', 'つい.える']","['カイ', 'エ']"
躓,1,22,['つまず.く'],['チ']
爪,1,4,"['つめ', 'つま-']",['ソウ']
艶,1,19,"['つや', 'なま.めかしい', 'あで.やか', 'つや.めく', 'なま.めく']",['エン']
低,4,7,"['ひく.い', 'ひく.める', 'ひく.まる']",['テイ']
価,6,8,['あたい'],"['カ', 'ケ']"
凸,1,5,['でこ'],['トツ']
凹,2,5,"['くぼ.む', 'へこ.む', 'ぼこ']",['オウ']
弟,4,7,['おとうと'],"['テイ', 'ダイ', 'デ']"
砲,1,10,,['ホウ']
拭,2,9,"['ぬぐ.う', 'ふ.く']","['ショク', 'シキ']"
迎,5,7,['むか.える'],['ゲイ']
柱,1,9,['はしら'],['チュウ']
銅,2,14,['あかがね'],['ドウ']
峠,1,9,['とうげ'],
盗,3,11,"['ぬす.む', 'ぬす.み']",['トウ']
尖,1,6,"['とが.る', 'さき', 'するど.い']",['セン']
都,7,11,['みやこ'],"['ト', 'ツ']"
棚,3,12,"['たな', '-だな']",['ホウ']
怒,3,9,"['いか.る', 'おこ.る']","['ド', 'ヌ']"
丼,1,5,['どんぶり'],"['トン', 'タン', 'ショウ', 'セイ']"
慰,1,15,"['なぐさ.める', 'なぐさ.む']",['イ']
殴,2,8,['なぐ.る'],['オウ']
謎,3,16,['なぞ'],"['メイ', 'ベイ']"
撫,1,15,['な.でる'],"['ブ', 'フ']"
南,4,9,['みなみ'],"['ナン', 'ナ']"
匂,2,4,"['にお.う', 'にお.い', 'にお.わせる']",
虹,1,9,['にじ'],['コウ']
房,4,8,['ふさ'],['ボウ']
睨,1,13,"['にら.む', 'にら.み']",['ゲイ']
煮,3,12,"['に.る', '-に', 'に.える', 'に.やす']",['シャ']
俄,1,9,['にわか'],['ガ']
狙,2,8,"['ねら.う', 'ねら.い']","['ソ', 'ショ']"
濃,2,16,['こ.い'],['ノウ']
糊,1,15,['のり'],"['コ', 'ゴ', 'コツ']"
呑,1,7,['の.む'],"['トン', 'ドン']"
灰,3,6,['はい'],['カイ']
俳,2,10,,['ハイ']
這,1,10,"['は.う', 'は.い', 'むか.える', 'この']","['シャ', 'ゲン']"
秤,1,10,['はかり'],"['ショウ', 'ヒン', 'ビン']"
吐,2,6,"['は.く', 'つ.く']",['ト']
挟,2,9,"['はさ.む', 'はさ.まる', 'わきばさ.む', 'さしはさ.む']","['キョウ', 'ショウ']"
梯,1,11,['はしご'],"['テイ', 'タイ']"
肌,2,6,['はだ'],['キ']
鉢,1,13,,"['ハチ', 'ハツ']"
揮,2,12,['ふる.う'],['キ']
嫁,2,13,"['よめ', 'とつ.ぐ', 'い.く', 'ゆ.く']",['カ']
跳,1,13,"['は.ねる', 'と.ぶ', '-と.び']",['チョウ']
磨,2,16,"['みが.く', 'す.る']",['マ']
払,6,5,"['はら.う', '-はら.い', '-ばら.い']","['フツ', 'ヒツ', 'ホツ']"
歳,3,13,"['とし', 'とせ', 'よわい']","['サイ', 'セイ']"
較,2,13,['くら.べる'],"['カク', 'コウ']"
陽,3,12,['ひ'],['ヨウ']
肘,1,7,['ひじ'],['チュウ']
繰,3,19,['く.る'],['ソウ']
需,2,14,,['ジュ']
瞳,1,17,['ひとみ'],"['ドウ', 'トウ']"
捻,1,11,"['ね.じる', 'ねじ.る', 'ひね.くる', 'ひね.る']","['ネン', 'ジョウ']"
膚,1,15,['はだ'],['フ']
百,3,6,['もも'],"['ヒャク', 'ビャク']"
広,11,5,"['ひろ.い', 'ひろ.まる', 'ひろ.める', 'ひろ.がる', 'ひろ.げる']",['コウ']
箋,1,14,['ふだ'],['セン']
瓶,3,11,['かめ'],"['ビン', 'ヘイ']"
符,2,11,,['フ']
妻,2,8,['つま'],['サイ']
塞,2,13,"['ふさ.ぐ', 'とりで', 'み.ちる']","['ソク', 'サイ']"
襖,1,17,"['ふすま', 'あお']",['オウ']
附,1,8,"['つ.ける', 'つ.く']",['フ']
蓋,1,13,"['ふた', 'けだ.し', 'おお.う', 'かさ', 'かこう']","['ガイ', 'カイ', 'コウ']"
麓,1,19,['ふもと'],['ロク']
呂,2,7,['せぼね'],"['ロ', 'リョ']"
隊,3,12,,['タイ']
荘,1,9,"['ほうき', 'おごそ.か']","['ソウ', 'ショウ', 'チャン']"
箒,1,14,['ほうき'],"['ソウ', 'シュウ']"
包,7,5,"['つつ.む', 'くる.む']",['ホウ']
盆,2,9,,['ボン']
枚,2,8,,"['マイ', 'バイ']"
枕,1,8,['まくら'],"['チン', 'シン']"
跨,1,13,"['また.がる', 'またが.る', 'また.ぐ']","['コ', 'カ']"
窓,2,11,"['まど', 'てんまど', 'けむだし']","['ソウ', 'ス']"
稀,1,12,"['まれ', 'まばら']","['キ', 'ケ']"
岬,1,8,['みさき'],['コウ']
醜,1,17,"['みにく.い', 'しこ']",['シュウ']
暑,3,12,['あつ.い'],['ショ']
矛,1,5,['ほこ'],"['ム', 'ボウ']"
盾,2,9,['たて'],['ジュン']
紫,1,12,['むらさき'],['シ']
姪,1,9,"['めい', 'おい']","['テツ', 'チツ', 'ジチ', 'イツ', 'イチ']"
迷,4,9,['まよ.う'],['メイ']
銘,1,14,,['メイ']
儲,2,17,"['もう.ける', 'もう.かる', 'もうけ', 'たくわ.える']",['チョ']
凭,1,8,"['もた.れる', 'よ.る']","['ヒョウ', 'ヘイ']"
餅,1,14,"['もち', 'もちい']","['ヘイ', 'ヒョウ']"
凄,2,10,"['さむ.い', 'すご.い', 'すさ.まじい']","['セイ', 'サイ']"
揉,1,12,"['も.む', 'も.める']",['ジュウ']
喧,1,12,"['やかま.しい', 'かまびす.しい']",['ケン']
友,7,4,['とも'],['ユウ']
郵,3,11,,['ユウ']
悠,1,11,,['ユウ']
幼,4,5,['おさな.い'],['ヨウ']
稚,2,13,"['いとけない', 'おさない', 'おくて', 'おでる']","['チ', 'ジ']"
羊,1,6,['ひつじ'],['ヨウ']
漸,1,14,"['ようや.く', 'やや', 'ようよ.う', 'すす.む']",['ゼン']
翌,1,11,,['ヨク']
蘇,1,19,['よみがえ.る'],"['ソ', 'ス']"
慶,1,15,['よろこ.び'],['ケイ']
欄,1,20,['てすり'],['ラン']
寮,2,15,,['リョウ']
臨,2,18,['のぞ.む'],['リン']
零,2,13,"['ぜろ', 'こぼ.す', 'こぼ.れる']",['レイ']
煉,1,12,['ね.る'],['レン']
右,2,5,['みぎ'],"['ウ', 'ユウ']"
皿,3,5,['さら'],['ベイ']
猿,1,13,['さる'],['エン']
詩,2,13,['うた'],['シ']
幸,5,8,"['さいわ.い', 'さち', 'しあわ.せ']",['コウ']
舌,1,6,['した'],['ゼツ']
姉,4,8,"['あね', 'はは']",['シ']
妹,3,8,['いもうと'],['マイ']
霜,1,17,['しも'],['ソウ']
州,1,6,['す'],"['シュウ', 'ス']"
銃,1,14,['つつ'],['ジュウ']
囲,4,7,"['かこ.む', 'かこ.う', 'かこ.い']",['イ']
穫,1,18,,['カク']
渋,1,11,"['しぶ', 'しぶ.い', 'しぶ.る']","['ジュウ', 'シュウ']"
章,2,11,,['ショウ']
午,3,4,['うま'],['ゴ']
冗,1,4,,['ジョウ']
卓,1,8,,['タク']
糧,1,18,['かて'],"['リョウ', 'ロウ']"
斎,1,11,"['とき', 'つつし.む', 'ものいみ', 'い.む', 'いわ.う', 'いつ.く']",['サイ']
尻,1,5,['しり'],['コウ']
剣,1,10,['つるぎ'],['ケン']
戚,1,11,"['いた.む', 'うれ.える', 'みうち']","['ソク', 'セキ']"
臓,1,19,['はらわた'],['ゾウ']
慎,1,13,"['つつし.む', 'つつ.ましい', 'つつし', 'つつし.み']",['シン']
巣,1,11,"['す', 'す.くう']",['ソウ']
薦,1,16,['すす.める'],['セン']
睡,1,13,"['ねむ.る', 'ねむ.い']",['スイ']
墨,1,14,['すみ'],['ボク']
刷,2,8,"['す.る', '-ず.り', '-ずり', 'は.く']",['サツ']
鋭,1,15,['するど.い'],['エイ']
紀,1,9,,['キ']
求,3,7,['もと.める'],"['キュウ', 'グ']"
贅,1,18,['いぼ'],"['ゼイ', 'セイ']"
府,1,8,,['フ']
咳,1,9,"['せ.く', 'しわぶ.く', 'せき', 'しわぶき']","['カイ', 'ガイ']"
揚,1,12,"['あ.げる', '-あ.げ', 'あ.がる']",['ヨウ']
汗,1,6,['あせ'],['カン']
暖,5,13,"['あたた.か', 'あたた.かい', 'あたた.まる', 'あたた.める']","['ダン', 'ノン']"
穴,1,5,['あな'],['ケツ']
嵐,1,12,['あらし'],['ラン']
或,1,8,"['あ.る', 'あるい', 'あるいは']","['ワク', 'コク', 'イキ']"
泡,1,8,['あわ'],['ホウ']
哀,1,9,"['あわ.れ', 'あわ.れむ', 'かな.しい']",['アイ']
胃,1,9,,['イ']
医,6,7,"['い.やす', 'い.する', 'くすし']",['イ']
兄,4,5,['あに'],"['ケイ', 'キョウ']"
兎,1,8,['うさぎ'],"['ト', 'ツ']"
牛,3,4,['うし'],['ギュウ']
宇,1,6,,['ウ']
噂,1,15,['うわさ'],['ソン']
永,2,5,['なが.い'],['エイ']
餌,1,14,"['え', 'えば', 'えさ', 'もち']","['ジ', 'ニ']"
丘,2,5,['おか'],['キュウ']
沖,1,7,"['おき', 'おきつ', 'ちゅう.する', 'わく']",['チュウ']
奥,2,12,"['おく', 'おく.まる', 'くま']",['オウ']
喋,1,12,"['しゃべ.る', 'ついば.む']","['チョウ', 'トウ']"
穏,1,16,['おだ.やか'],['オン']
劣,1,6,['おと.る'],['レツ']
鬼,1,10,"['おに', 'おに-']",['キ']
溺,1,13,"['いばり', 'おぼ.れる']","['デキ', 'ジョウ', 'ニョウ']"
泳,3,8,['およ.ぐ'],['エイ']
卸,1,9,"['おろ.す', 'おろし', 'おろ.し']",['シャ']
釈,1,11,"['とく', 'す.てる', 'ゆる.す']","['シャク', 'セキ']"
輝,1,15,['かがや.く'],['キ']
罹,1,16,['かか.る'],"['リ', 'ラ']"
嗅,1,13,['か.ぐ'],['キュウ']
菓,2,11,,['カ']
肩,1,8,['かた'],['ケン']
堅,2,12,"['かた.い', '-がた.い']",['ケン']
雷,1,13,"['かみなり', 'いかずち', 'いかづち']",['ライ']
刈,1,4,['か.る'],"['ガイ', 'カイ']"
渇,1,11,['かわ.く'],['カツ']
歓,2,15,['よろこ.ぶ'],['カン']
患,1,11,['わずら.う'],['カン']
督,1,13,,['トク']
憶,1,16,,['オク']
械,2,11,['かせ'],['カイ']
候,3,10,['そうろう'],['コウ']
希,1,7,"['まれ', 'こいねが.う']","['キ', 'ケ']"
奇,1,8,"['く.しき', 'あや.しい', 'くし', 'めずら.しい']",['キ']
憩,1,16,"['いこ.い', 'いこ.う']",['ケイ']
吸,3,6,['す.う'],['キュウ']
怖,2,8,"['こわ.い', 'こわ.がる', 'お.じる', 'おそ.れる']","['フ', 'ホ']"
巨,1,5,,['キョ']
霧,1,19,['きり'],"['ム', 'ボウ', 'ブ']"
銀,2,14,['しろがね'],['ギン']
銭,2,14,,"['セン', 'ゼン']"
癖,1,18,"['くせ', 'くせ.に']",['ヘキ']
汲,1,7,['く.む'],['キュウ']
酌,1,10,['く.む'],['シャク']
咥,1,9,"['か.む', 'くわ.える']","['テツ', 'キ']"
契,2,9,['ちぎ.る'],['ケイ']
由,4,5,"['よし', 'よ.る']","['ユ', 'ユウ', 'ユイ']"
粧,1,12,,['ショウ']
陥,1,10,"['おちい.る', 'おとしい.れる']",['カン']
康,1,11,,['コウ']
憲,1,16,,['ケン']
航,2,10,,['コウ']
貢,1,10,['みつ.ぐ'],"['コウ', 'ク']"
輩,2,15,"['-ばら', 'やから', 'やかい', 'ともがら']",['ハイ']
氷,1,5,"['こおり', 'ひ', 'こお.る']",['ヒョウ']
克,1,7,['か.つ'],['コク']
穀,1,14,,['コク']
胡,1,9,['なんぞ'],"['ウ', 'コ', 'ゴ']"
椒,1,12,['はじかみ'],['ショウ']
諺,1,16,['ことわざ'],['ゲン']
麦,2,7,['むぎ'],['バク']
桜,1,10,['さくら'],"['オウ', 'ヨウ']"
挿,1,10,"['さ.す', 'はさ.む']",['ソウ']
注,8,8,"['そそ.ぐ', 'さ.す', 'つ.ぐ']",['チュウ']
豆,1,7,"['まめ', 'まめ-']","['トウ', 'ズ']"
魅,1,15,,['ミ']
寧,2,14,['むし.ろ'],['ネイ']
夢,2,13,"['ゆめ', 'ゆめ.みる', 'くら.い']","['ム', 'ボウ']"
胸,1,10,"['むね', 'むな-']",['キョウ']
綿,3,14,['わた'],['メン']
尤,1,4,"['もっと.も', 'とが.める']",['ユウ']
厄,1,4,,['ヤク']
雇,1,12,['やと.う'],['コ']
唯,3,11,['ただ'],"['ユイ', 'イ']"
秀,1,7,['ひい.でる'],['シュウ']
愉,1,12,"['たの.しい', 'たの.しむ']",['ユ']
茹,1,9,"['ゆ.でる', 'う.でる']","['ジョ', 'ニョ']"
裕,1,12,,['ユウ']
脇,1,10,"['わき', 'わけ']",['キョウ']
湧,1,12,['わ.く'],"['ユウ', 'ヨウ', 'ユ']"
僅,1,12,['わず.か'],"['キン', 'ゴン']"
湾,1,12,['いりえ'],['ワン']
椀,1,12,['はち'],['ワン']
碗,2,13,['こばち'],['ワン']
渦,1,12,['うず'],['カ']
尾,1,7,['お'],['ビ']
狩,1,9,"['か.る', 'か.り', '-が.り']",['シュ']
癌,1,17,,['ガン']
声,3,7,"['こえ', 'こわ-']","['セイ', 'ショウ']"
僚,2,14,,['リョウ']
陵,1,11,['みささぎ'],['リョウ']
享,1,8,['う.ける'],"['キョウ', 'コウ']"
拘,1,8,['かか.わる'],['コウ']
袖,1,10,['そで'],['シュウ']
蕎,1,15,['そば'],['キョウ']
逮,1,11,,['タイ']
只,1,5,['ただ'],['シ']
谷,1,7,"['たに', 'きわ.まる']",['コク']
玉,1,5,"['たま', 'たま-', '-だま']",['ギョク']
騙,1,19,"['かた.る', 'だま.す']",['ヘン']
誕,2,15,,['タン']
央,1,5,,['オウ']
駐,2,15,,['チュウ']
掴,1,11,"['つか.む', 'つか.まえる', 'つか.まる']",['カク']
翼,1,17,['つばさ'],['ヨク']
罪,2,13,['つみ'],['ザイ']
抵,2,8,,['テイ']
哲,1,10,"['さとい', 'あきらか']",['テツ']
塔,1,12,,['トウ']
徳,1,14,,['トク']
票,2,11,,['ヒョウ']
虎,1,8,['とら'],['コ']
泥,2,8,"['どろ', 'なず.む']","['デイ', 'ナイ', 'デ', 'ニ']"
眺,2,11,['なが.める'],['チョウ']
鍋,1,17,['なべ'],['カ']
涙,1,10,['なみだ'],"['ルイ', 'レイ']"
縄,1,15,"['なわ', 'ただ.す']",['ジョウ']
濡,2,17,"['ぬれ.る', 'ぬら.す', 'ぬ.れる', 'ぬ.らす', 'うるお.い', 'うるお.う', 'うるお.す']","['ジュ', 'ニュ']"
鼠,1,13,"['ねずみ', 'ねず']","['ソ', 'ショ']"
齢,1,17,"['よわい', 'とし']",['レイ']
覗,1,12,"['のぞ.く', 'うかが.う']",['シ']
伸,2,7,"['の.びる', 'の.ばす', 'の.べる', 'の.す']",['シン']
